Job Title,code,type,2016 Employment,2026 Employment,2016 %,2026 %,Change (#),Change (%),Openings,Level,ed_needed,Median Wage,Experience,OTJ Training
"Grinding and polishing workers, hand",51-9022,Individual Jobs,26.6,21.1,0.0,0.0,-5.4,-20.5,2.1,4.0,No formal educational credential,28720.0,None,Moderate-term on-the-job training
"Mixing and blending machine setters, operators, and tenders",51-9023,Individual Jobs,131.0,126.9,0.1,0.1,-4.1,-3.1,13.9,4.0,High school diploma or equivalent,35680.0,None,Moderate-term on-the-job training
Cutting workers,51-9030,Job Categories,78.3,74.3,0.1,0.0,-4.0,-5.1,8.2,3.0,—,31780.0,—,—
"Cutters and trimmers, hand",51-9031,Individual Jobs,14.7,13.2,0.0,0.0,-1.5,-10.1,1.4,4.0,No formal educational credential,27600.0,None,Short-term on-the-job training
"Cutting and slicing machine setters, operators, and tenders",51-9032,Individual Jobs,63.6,61.1,0.0,0.0,-2.5,-4.0,6.8,4.0,High school diploma or equivalent,32870.0,None,Moderate-term on-the-job training
"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",51-9041,Individual Jobs,71.4,67.5,0.0,0.0,-3.8,-5.4,7.9,3.0,High school diploma or equivalent,32510.0,None,Moderate-term on-the-job training
"Furnace, kiln, oven, drier, and kettle operators and tenders",51-9051,Individual Jobs,21.9,20.8,0.0,0.0,-1.1,-5.2,2.0,3.0,High school diploma or equivalent,36040.0,None,Moderate-term on-the-job training
"Inspectors, testers, sorters, samplers, and weighers",51-9061,Individual Jobs,520.7,465.2,0.3,0.3,-55.5,-10.7,52.7,3.0,High school diploma or equivalent,36780.0,None,Moderate-term on-the-job training
Jewelers and precious stone and metal workers,51-9071,Individual Jobs,37.7,35.2,0.0,0.0,-2.5,-6.7,3.5,3.0,High school diploma or equivalent,38200.0,None,Long-term on-the-job training
"Medical, dental, and ophthalmic laboratory technicians",51-9080,Job Categories,82.2,93.2,0.1,0.1,11.0,13.4,10.7,3.0,—,34630.0,—,—
Dental laboratory technicians,51-9081,Individual Jobs,38.1,43.6,0.0,0.0,5.5,14.4,5.0,4.0,High school diploma or equivalent,37680.0,None,Moderate-term on-the-job training
Medical appliance technicians,51-9082,Individual Jobs,15.0,17.0,0.0,0.0,2.0,13.6,2.0,4.0,High school diploma or equivalent,35980.0,None,Moderate-term on-the-job training
Ophthalmic laboratory technicians,51-9083,Individual Jobs,29.1,32.5,0.0,0.0,3.4,11.8,3.7,4.0,High school diploma or equivalent,30640.0,None,Moderate-term on-the-job training
Packaging and filling machine operators and tenders,51-9111,Individual Jobs,383.0,389.7,0.2,0.2,6.7,1.7,44.6,3.0,High school diploma or equivalent,28290.0,None,Moderate-term on-the-job training
Painting workers,51-9120,Job Categories,164.2,168.2,0.1,0.1,4.0,2.4,17.6,3.0,—,35300.0,—,—
"Coating, painting, and spraying machine setters, operators, and tenders",51-9121,Individual Jobs,89.9,89.9,0.1,0.1,0.0,0.0,9.3,4.0,High school diploma or equivalent,32790.0,None,Moderate-term on-the-job training
"Painters, transportation equipment",51-9122,Individual Jobs,58.1,61.9,0.0,0.0,3.9,6.6,6.6,4.0,High school diploma or equivalent,42150.0,None,Moderate-term on-the-job training
"Painting, coating, and decorating workers",51-9123,Individual Jobs,16.3,16.4,0.0,0.0,0.1,0.9,1.7,4.0,No formal educational credential,30030.0,None,Moderate-term on-the-job training
Semiconductor processors,51-9141,Individual Jobs,25.5,24.1,0.0,0.0,-1.4,-5.6,2.6,3.0,High school diploma or equivalent,35660.0,None,Moderate-term on-the-job training
Photographic process workers and processing machine operators,51-9151,Individual Jobs,26.9,22.0,0.0,0.0,-4.9,-18.1,3.3,3.0,High school diploma or equivalent,26470.0,None,Short-term on-the-job training
Miscellaneous production workers,51-9190,Job Categories,902.8,951.6,0.6,0.6,48.8,5.4,124.2,3.0,—,27620.0,—,—
Adhesive bonding machine operators and tenders,51-9191,Individual Jobs,17.0,16.6,0.0,0.0,-0.5,-2.7,1.8,4.0,High school diploma or equivalent,32290.0,None,Moderate-term on-the-job training
"Cleaning, washing, and metal pickling equipment operators and tenders",51-9192,Individual Jobs,17.2,17.3,0.0,0.0,0.1,0.4,2.2,4.0,High school diploma or equivalent,28550.0,None,Moderate-term on-the-job training
Cooling and freezing equipment operators and tenders,51-9193,Individual Jobs,8.7,8.8,0.0,0.0,0.1,1.4,1.0,4.0,High school diploma or equivalent,29190.0,None,Moderate-term on-the-job training
Etchers and engravers,51-9194,Individual Jobs,10.6,10.6,0.0,0.0,0.1,0.6,1.3,4.0,High school diploma or equivalent,31110.0,None,Moderate-term on-the-job training
"Molders, shapers, and casters, except metal and plastic",51-9195,Individual Jobs,43.0,41.9,0.0,0.0,-1.0,-2.3,4.2,4.0,High school diploma or equivalent,30610.0,None,Long-term on-the-job training
"Paper goods machine setters, operators, and tenders",51-9196,Individual Jobs,94.6,86.1,0.1,0.1,-8.5,-9.0,8.3,4.0,High school diploma or equivalent,36990.0,None,Moderate-term on-the-job training
Tire builders,51-9197,Individual Jobs,22.3,19.6,0.0,0.0,-2.7,-12.1,2.1,4.0,High school diploma or equivalent,41680.0,None,Moderate-term on-the-job training
Helpers--production workers,51-9198,Individual Jobs,426.0,475.5,0.3,0.3,49.5,11.6,72.0,4.0,High school diploma or equivalent,24830.0,None,Short-term on-the-job training
"Production workers, all other",51-9199,Individual Jobs,263.5,275.1,0.2,0.2,11.6,4.4,31.4,4.0,High school diploma or equivalent,28770.0,None,Moderate-term on-the-job training
Transportation and material moving occupations,53-0000,Job Categories,10274.2,10908.4,6.6,6.5,634.3,6.2,1333.4,1.0,—,30730.0,—,—
Supervisors of transportation and material moving workers,53-1000,Job Categories,396.2,425.8,0.3,0.3,29.7,7.5,44.4,2.0,—,52250.0,—,—
Aircraft cargo handling supervisors,53-1011,Individual Jobs,7.6,8.1,0.0,0.0,0.5,5.9,0.8,3.0,High school diploma or equivalent,47360.0,Less than 5 years,None
"First-line supervisors of helpers, laborers, and material movers, hand",53-1021,Individual Jobs,184.4,200.1,0.1,0.1,15.7,8.5,21.0,3.0,High school diploma or equivalent,47230.0,Less than 5 years,None
First-line supervisors of transportation and material-moving machine and vehicle operators,53-1031,Individual Jobs,204.2,217.7,0.1,0.1,13.5,6.6,22.6,3.0,High school diploma or equivalent,57270.0,Less than 5 years,None
Air transportation workers,53-2000,Job Categories,275.3,293.2,0.2,0.2,18.0,6.5,29.6,2.0,—,71510.0,—,—
Aircraft pilots and flight engineers,53-2010,Job Categories,124.8,129.2,0.1,0.1,4.4,3.5,12.1,3.0,—,105720.0,—,—
"Airline pilots, copilots, and flight engineers",53-2011,Individual Jobs,84.0,86.9,0.1,0.1,2.9,3.4,8.1,4.0,Bachelor's degree,127820.0,Less than 5 years,Moderate-term on-the-job training
Commercial pilots,53-2012,Individual Jobs,40.8,42.3,0.0,0.0,1.6,3.8,4.0,4.0,High school diploma or equivalent,77200.0,None,Moderate-term on-the-job training
Air traffic controllers and airfield operations specialists,53-2020,Job Categories,33.8,35.5,0.0,0.0,1.6,4.9,3.3,3.0,—,96870.0,—,—
Air traffic controllers,53-2021,Individual Jobs,24.9,25.8,0.0,0.0,0.9,3.5,2.4,4.0,Associate's degree,122410.0,None,Long-term on-the-job training
Airfield operations specialists,53-2022,Individual Jobs,8.9,9.7,0.0,0.0,0.8,8.8,0.9,4.0,High school diploma or equivalent,48910.0,None,Long-term on-the-job training
Flight attendants,53-2031,Individual Jobs,116.6,128.5,0.1,0.1,11.9,10.2,14.2,3.0,High school diploma or equivalent,48500.0,Less than 5 years,Moderate-term on-the-job training
Motor vehicle operators,53-3000,Job Categories,4358.9,4590.6,2.8,2.7,231.7,5.3,506.9,2.0,—,34980.0,—,—
"Ambulance drivers and attendants, except emergency medical technicians",53-3011,Individual Jobs,17.3,21.1,0.0,0.0,3.8,21.9,3.1,3.0,High school diploma or equivalent,23850.0,None,Moderate-term on-the-job training
Bus drivers,53-3020,Job Categories,687.2,730.6,0.4,0.4,43.4,6.3,88.9,3.0,—,31920.0,—,—
"Bus drivers, transit and intercity",53-3021,Individual Jobs,179.3,195.4,0.1,0.1,16.1,9.0,24.0,4.0,High school diploma or equivalent,39790.0,None,Moderate-term on-the-job training
"Bus drivers, school or special client",53-3022,Individual Jobs,507.9,535.2,0.3,0.3,27.3,5.4,64.9,4.0,High school diploma or equivalent,30150.0,None,Short-term on-the-job training
Driver/sales workers and truck drivers,53-3030,Job Categories,3293.1,3456.6,2.1,2.1,163.6,5.0,371.5,3.0,—,36670.0,—,—
Driver/sales workers,53-3031,Individual Jobs,467.9,461.0,0.3,0.3,-6.9,-1.5,48.2,4.0,High school diploma or equivalent,22830.0,None,Short-term on-the-job training
Heavy and tractor-trailer truck drivers,53-3032,Individual Jobs,1871.7,1980.1,1.2,1.2,108.4,5.8,213.5,4.0,Postsecondary nondegree award,41340.0,None,Short-term on-the-job training
Light truck or delivery services drivers,53-3033,Individual Jobs,953.5,1015.6,0.6,0.6,62.1,6.5,109.8,4.0,High school diploma or equivalent,30580.0,None,Short-term on-the-job training
Taxi drivers and chauffeurs,53-3041,Individual Jobs,305.1,320.3,0.2,0.2,15.1,5.0,32.7,3.0,No formal educational credential,24300.0,None,Short-term on-the-job training
"Motor vehicle operators, all other",53-3099,Individual Jobs,56.2,62.0,0.0,0.0,5.8,10.3,10.7,3.0,No formal educational credential,27150.0,None,Short-term on-the-job training
Rail transportation workers,53-4000,Job Categories,122.9,120.6,0.1,0.1,-2.3,-1.9,10.4,2.0,—,57740.0,—,—
Locomotive engineers and operators,53-4010,Job Categories,44.4,42.5,0.0,0.0,-1.8,-4.1,3.3,3.0,—,57130.0,—,—
Locomotive engineers,53-4011,Individual Jobs,38.8,37.7,0.0,0.0,-1.1,-2.8,3.0,4.0,High school diploma or equivalent,57670.0,Less than 5 years,Moderate-term on-the-job training
Locomotive firers,53-4012,Individual Jobs,1.2,0.3,0.0,0.0,-0.9,-78.6,0.0,4.0,High school diploma or equivalent,58230.0,None,Moderate-term on-the-job training
"Rail yard engineers, dinkey operators, and hostlers",53-4013,Individual Jobs,4.4,4.6,0.0,0.0,0.2,3.7,0.4,4.0,High school diploma or equivalent,50470.0,None,Moderate-term on-the-job training
"Railroad brake, signal, and switch operators",53-4021,Individual Jobs,19.3,19.0,0.0,0.0,-0.3,-1.6,1.7,3.0,High school diploma or equivalent,56570.0,None,Moderate-term on-the-job training
Railroad conductors and yardmasters,53-4031,Individual Jobs,41.8,41.0,0.0,0.0,-0.9,-2.1,3.7,3.0,High school diploma or equivalent,57480.0,None,Moderate-term on-the-job training
Subway and streetcar operators,53-4041,Individual Jobs,12.8,13.4,0.0,0.0,0.5,4.1,1.3,3.0,High school diploma or equivalent,64680.0,None,Moderate-term on-the-job training
"Rail transportation workers, all other",53-4099,Individual Jobs,4.6,4.8,0.0,0.0,0.1,3.1,0.4,3.0,High school diploma or equivalent,60420.0,None,Moderate-term on-the-job training
Water transportation workers,53-5000,Job Categories,86.3,93.2,0.1,0.1,6.9,8.0,10.5,2.0,—,54870.0,—,—
Sailors and marine oilers,53-5011,Individual Jobs,33.8,36.4,0.0,0.0,2.6,7.6,4.4,3.0,No formal educational credential,42060.0,None,Moderate-term on-the-job training
Ship and boat captains and operators,53-5020,Job Categories,42.4,46.1,0.0,0.0,3.7,8.7,4.8,3.0,—,69650.0,—,—
"Captains, mates, and pilots of water vessels",53-5021,Individual Jobs,38.8,42.2,0.0,0.0,3.4,8.8,4.4,4.0,Postsecondary nondegree award,72680.0,Less than 5 years,None
Motorboat operators,53-5022,Individual Jobs,3.6,3.9,0.0,0.0,0.3,7.6,0.4,4.0,Postsecondary nondegree award,40210.0,Less than 5 years,None
Ship engineers,53-5031,Individual Jobs,10.1,10.8,0.0,0.0,0.7,6.5,1.3,3.0,Postsecondary nondegree award,70570.0,Less than 5 years,None
Other transportation workers,53-6000,Job Categories,356.5,384.8,0.2,0.2,28.2,7.9,55.5,2.0,—,23560.0,—,—
Bridge and lock tenders,53-6011,Individual Jobs,3.7,3.8,0.0,0.0,0.2,4.9,0.4,3.0,High school diploma or equivalent,49090.0,None,Short-term on-the-job training
Parking lot attendants,53-6021,Individual Jobs,151.6,161.0,0.1,0.1,9.4,6.2,23.9,3.0,No formal educational credential,21730.0,None,Short-term on-the-job training
Automotive and watercraft service attendants,53-6031,Individual Jobs,110.0,121.7,0.1,0.1,11.7,10.6,20.0,3.0,No formal educational credential,22420.0,None,Short-term on-the-job training
Traffic technicians,53-6041,Individual Jobs,6.6,7.2,0.0,0.0,0.6,9.1,0.8,3.0,High school diploma or equivalent,45150.0,None,Moderate-term on-the-job training
Transportation inspectors,53-6051,Individual Jobs,28.2,29.8,0.0,0.0,1.7,5.9,2.9,3.0,High school diploma or equivalent,72220.0,None,Moderate-term on-the-job training
"Transportation attendants, except flight attendants",53-6061,Individual Jobs,18.5,20.0,0.0,0.0,1.6,8.4,2.7,3.0,High school diploma or equivalent,26060.0,None,Short-term on-the-job training
"Transportation workers, all other",53-6099,Individual Jobs,38.0,41.2,0.0,0.0,3.1,8.3,4.8,3.0,High school diploma or equivalent,35660.0,None,Short-term on-the-job training
Material moving workers,53-7000,Job Categories,4678.0,5000.2,3.0,3.0,322.1,6.9,676.0,2.0,—,26240.0,—,—
Conveyor operators and tenders,53-7011,Individual Jobs,28.1,27.7,0.0,0.0,-0.3,-1.2,3.7,3.0,No formal educational credential,31410.0,None,Short-term on-the-job training
Crane and tower operators,53-7021,Individual Jobs,46.0,49.9,0.0,0.0,3.9,8.6,5.3,3.0,High school diploma or equivalent,52170.0,Less than 5 years,Moderate-term on-the-job training
"Dredge, excavating, and loading machine operators",53-7030,Job Categories,55.1,59.1,0.0,0.0,4.1,7.4,6.6,3.0,—,41600.0,—,—
Dredge operators,53-7031,Individual Jobs,1.8,1.9,0.0,0.0,0.1,5.0,0.2,4.0,High school diploma or equivalent,42420.0,None,Moderate-term on-the-job training
Excavating and loading machine and dragline operators,53-7032,Individual Jobs,50.6,54.7,0.0,0.0,4.1,8.1,6.1,4.0,High school diploma or equivalent,41030.0,Less than 5 years,Moderate-term on-the-job training
"Loading machine operators, underground mining",53-7033,Individual Jobs,2.6,2.5,0.0,0.0,-0.1,-3.5,0.3,4.0,No formal educational credential,53420.0,None,Short-term on-the-job training
Hoist and winch operators,53-7041,Individual Jobs,2.9,2.9,0.0,0.0,0.0,-0.7,0.4,3.0,No formal educational credential,42530.0,None,Short-term on-the-job training
Industrial truck and tractor operators,53-7051,Individual Jobs,549.9,585.9,0.4,0.3,36.1,6.6,65.9,3.0,No formal educational credential,32460.0,None,Short-term on-the-job training
"Laborers and material movers, hand",53-7060,Job Categories,3796.0,4049.7,2.4,2.4,253.7,6.7,566.6,3.0,—,24720.0,—,—
Cleaners of vehicles and equipment,53-7061,Individual Jobs,369.2,408.7,0.2,0.2,39.5,10.7,57.8,4.0,No formal educational credential,22220.0,None,Short-term on-the-job training
"Laborers and freight, stock, and material movers, hand",53-7062,Individual Jobs,2628.4,2828.1,1.7,1.7,199.7,7.6,388.4,4.0,No formal educational credential,25980.0,None,Short-term on-the-job training
Machine feeders and offbearers,53-7063,Individual Jobs,87.7,89.2,0.1,0.1,1.6,1.8,12.0,4.0,No formal educational credential,28410.0,None,Short-term on-the-job training
"Packers and packagers, hand",53-7064,Individual Jobs,710.8,723.8,0.5,0.4,13.0,1.8,108.4,4.0,No formal educational credential,22130.0,None,Short-term on-the-job training
Pumping station operators,53-7070,Job Categories,27.3,31.6,0.0,0.0,4.3,15.6,3.9,3.0,—,48840.0,—,—
Gas compressor and gas pumping station operators,53-7071,Individual Jobs,3.9,4.0,0.0,0.0,0.1,3.4,0.5,4.0,High school diploma or equivalent,60470.0,None,Moderate-term on-the-job training
"Pump operators, except wellhead pumpers",53-7072,Individual Jobs,11.9,13.5,0.0,0.0,1.6,13.8,1.7,4.0,High school diploma or equivalent,42470.0,None,Moderate-term on-the-job training
Wellhead pumpers,53-7073,Individual Jobs,11.5,14.0,0.0,0.0,2.5,21.7,1.8,4.0,High school diploma or equivalent,49610.0,Less than 5 years,Moderate-term on-the-job training
Refuse and recyclable material collectors,53-7081,Individual Jobs,136.0,153.9,0.1,0.1,17.9,13.2,18.9,3.0,No formal educational credential,35270.0,None,Short-term on-the-job training
Mine shuttle car operators,53-7111,Individual Jobs,1.5,1.2,0.0,0.0,-0.3,-21.9,0.1,3.0,No formal educational credential,56450.0,None,Short-term on-the-job training
"Tank car, truck, and ship loaders",53-7121,Individual Jobs,10.8,11.4,0.0,0.0,0.6,5.2,1.4,3.0,No formal educational credential,35770.0,None,Short-term on-the-job training
"Material moving workers, all other",53-7199,Individual Jobs,24.4,26.7,0.0,0.0,2.3,9.3,3.2,3.0,No formal educational credential,28370.0,None,Short-term on-the-job training
